time_bucket_id,unique_src_ips,unique_dst_ips,unique_dst_ports,avg_duration,failed_conns,tcp_count,dns_count,unique_domains,file_count,total_file_bytes,reporter_count,snmp_count,tunnel_count,unique_tunnel_types,failed_conn_ratio,tcp_ratio,snmp_write_ratio,traffic_asymmetry,total_bytes,src_concentration,weird_rate,dns_to_conn_ratio,nxdomain_ratio
303,58,12,56,0.3387549115765479,78,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.7777777777777778,0.0,-0.24414715719063546,1196.0,0.6444444444444445,0.0,0.0,0.0
307,66,15,76,0.9872500559862922,106,92,0.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.8091603053435115,0.7022900763358778,0.0,-0.0817477096546864,2838.0,0.5038167938931297,0.007633587786259542,0.0,0.0
308,825,96,1034,3.689031907611101,2333,2135,1.0,1.0,151.0,3014.0,14.0,10.0,0.0,0.0,0.8168767507002801,0.7475490196078431,0.0,0.037580133423895344,107477.0,0.28886554621848737,0.004901960784313725,0.00035014005602240897,0.0
309,759,92,730,1.6649746513422996,1977,1810,1.0,1.0,60.0,10410.0,14.0,4.0,0.0,0.0,0.814921681780709,0.7460840890354493,0.0,0.14867732701608924,81048.0,0.3128606760098928,0.0028854080791426216,0.00041220115416323167,0.0
310,878,109,1018,0.761855563437969,2391,2158,1.0,1.0,51.0,21949.0,15.0,1.0,0.0,0.0,0.8463716814159292,0.7638938053097345,0.0,-0.19034895405133825,87576.0,0.31079646017699114,0.0021238938053097347,0.00035398230088495576,0.0
311,926,98,1088,0.9300314202833404,2506,2265,3.0,2.0,22.0,4236.0,17.0,3.0,0.0,0.0,0.8591018169352074,0.7764826876928351,0.0,0.02836253624101853,55531.0,0.31744943435035994,0.0023997257456290708,0.0010284538909838875,0.0
312,914,100,994,0.489042039386763,2470,2101,2.0,2.0,36.0,24806.0,11.0,4.0,0.0,0.0,0.8095706325794821,0.6886266797771222,0.0,-0.22822819699412347,96145.0,0.2995739101933792,0.0016388069485414618,0.0006555227794165847,0.0
313,1026,105,843,0.8613450166662489,2280,1899,3.0,2.0,59.0,7825.0,17.0,6.0,0.0,0.0,0.7924921793534933,0.6600625651720542,0.0,-0.042228094503021896,76442.0,0.35662148070907196,0.002780674313521029,0.0010427528675703858,0.0
314,969,111,897,0.3368682246388968,2168,1863,1.0,1.0,29.0,7077.0,15.0,3.0,0.0,0.0,0.8572558323448003,0.7366548042704626,0.0,0.1551155115511551,13332.0,0.3831553973902728,0.004744958481613286,0.00039541320680110717,0.0
315,1069,99,2442,0.6018325422718891,4026,3766,2.0,1.0,22.0,3275.0,13.0,6.0,0.0,0.0,0.9000670690811536,0.8419405320813772,0.0,-0.08739241001564946,81792.0,0.23898949251061927,0.001788508830762352,0.000447127207690588,0.0
316,956,90,911,0.5732002606539284,2400,2132,8.0,2.0,39.0,5802.0,11.0,2.0,0.0,0.0,0.847457627118644,0.7528248587570622,0.0,0.11893623656828556,70542.0,0.3375706214689266,0.0049435028248587575,0.002824858757062147,0.125
317,909,88,854,0.5645417038850915,2383,2079,5.0,2.0,587.0,13388.0,8.0,4.0,0.0,0.0,0.8408609738884968,0.733592095977417,0.0,-0.16804011754184234,62616.0,0.32074805928016936,0.004234297812279464,0.0017642907551164433,0.0
318,883,93,956,1.4515596959412125,2092,2418,1.0,1.0,50.0,3571.0,16.0,2.0,0.0,0.0,0.6895187870797627,0.7969676994067239,0.0,-0.12241517898869053,267475.0,0.2910349373764008,0.000988793671720501,0.0003295978905735003,0.0
319,862,97,831,0.6320910295158702,2000,1706,1.0,1.0,60.0,4814.0,18.0,1.0,0.0,0.0,0.8123476848090982,0.6929325751421609,0.0,-0.00857922967110643,72151.0,0.35012185215272135,0.0020308692120227455,0.00040617384240454913,0.0
320,972,106,716,0.71984144914441,2247,1799,4.0,1.0,63.0,5969.0,12.0,3.0,0.0,0.0,0.7911971830985915,0.6334507042253521,0.0,0.06304696392945007,81701.0,0.34225352112676055,0.0035211267605633804,0.0014084507042253522,0.0
321,937,103,774,1.867304005509971,1957,1973,2.0,2.0,139.0,10830.0,11.0,3.0,0.0,0.0,0.7756638921918351,0.7820055489496631,0.0,-0.06433308265536337,102389.0,0.37138327388030123,0.0027744748315497426,0.0007927070947284979,0.0
322,890,99,781,0.7337694657651012,2108,1867,2.0,1.0,367.0,11440.0,14.0,6.0,0.0,0.0,0.85,0.7528225806451613,0.0,0.033185840707964605,91304.0,0.3588709677419355,0.006048387096774193,0.0008064516129032258,0.0
323,822,95,638,2.127307175636546,1738,3833,1.0,1.0,4138.0,75874.0,11.0,4.0,0.0,0.0,0.3997240110395584,0.8815547378104875,0.0,0.08470526527719538,2100991.0,0.1890524379024839,0.003219871205151794,0.00022999080036798528,0.0
324,893,123,650,1.8546075319153037,1836,1608,2.0,1.0,198.0,9615.0,16.0,3.0,0.0,0.0,0.8095238095238095,0.708994708994709,0.0,0.07015467171717171,152064.0,0.3937389770723104,0.007936507936507936,0.0008818342151675485,0.0
325,833,102,540,1.667578617883686,2182,2184,2.0,1.0,110.0,63223.0,12.0,7.0,0.0,0.0,0.787725631768953,0.7884476534296029,0.0,-0.3274973923838411,156273.0,0.3007220216606498,0.003249097472924188,0.0007220216606498195,0.0
326,876,80,732,1.731911344680744,2063,1904,1.0,1.0,139.0,29000.0,13.0,4.0,0.0,0.0,0.7889101338432123,0.7281070745697896,0.0,-0.1112476517366555,141594.0,0.3349904397705545,0.006883365200764819,0.0003824091778202677,0.0
327,878,76,604,1.2348535902125382,1977,1909,1.0,1.0,252.0,15773938.0,8.0,2.0,0.0,0.0,0.8517880224041362,0.8224903059026282,0.0,-0.7131534347503983,788296.0,0.3782852218871176,0.005601034037052995,0.00043084877208099956,0.0
328,891,98,817,1.1858067290727483,2011,1895,2.0,1.0,403.0,40197.0,13.0,4.0,0.0,0.0,0.8630901287553648,0.8133047210300429,0.0,-0.08634255878486928,219104.0,0.3824034334763948,0.006008583690987125,0.0008583690987124463,0.0
329,110,21,97,1.945599227056016,152,138,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8128342245989305,0.7379679144385026,0.0,-0.00625928761201423,22207.0,0.5882352941176471,0.0053475935828877,0.0,0.0
357,676,75,562,8.902451274773064,2372,1439,0.0,0.0,26.0,21694.0,4.0,2.0,0.0,0.0,0.9116064565718678,0.5530361260568794,0.0,0.2808348986278754,118721.0,0.2598001537279016,0.0015372790161414297,0.0,0.0
391,61,11,35,1.6523439917299485,125,65,2.0,1.0,6.0,102.0,0.0,0.0,0.0,0.0,0.8802816901408451,0.4577464788732394,0.0,0.07728337236533958,3416.0,0.4295774647887324,0.0,0.014084507042253521,0.0
392,1019,101,503,1.9765210860352715,3255,1826,1.0,1.0,220.0,16256.0,6.0,2.0,0.0,0.0,0.9026622296173044,0.5063782584581253,0.0,0.999980311266028,6960122484.0,0.28258458125346647,0.003050471436494731,0.00027731558513588466,0.0
393,327,35,189,2.6751350348046485,869,1131,2.0,1.0,894.0,96122.0,2.0,1.0,0.0,0.0,0.541095890410959,0.7042341220423413,0.0,-0.09846714427403255,469842.0,0.20361145703611458,0.00684931506849315,0.0012453300124533001,0.0
394,838,83,405,1.7686834244453815,2566,1347,1.0,1.0,36.0,4990.0,6.0,2.0,0.0,0.0,0.907997169143666,0.4766454352441613,0.0,0.028409001680355546,63677.0,0.29653220099079974,0.003538570417551309,0.00035385704175513094,0.0
395,1020,108,470,2.6929272947151683,3139,1704,2.0,1.0,167.0,32120.0,3.0,3.0,0.0,0.0,0.8958333333333334,0.4863013698630137,0.0,-0.11958936312463606,139101.0,0.2910958904109589,0.00228310502283105,0.0005707762557077625,0.0
396,967,101,473,1.5192625121066443,3130,1689,1.0,1.0,158.0,17078.0,2.0,2.0,0.0,0.0,0.9061957151129124,0.4889982628836132,0.0,-0.11353649656419228,119477.0,0.27996525767226405,0.0014475969889982628,0.00028951939779965256,0.0
397,1057,141,662,2.543195054029005,3633,2215,1.0,1.0,66.0,6626.0,1.0,3.0,0.0,0.0,0.9169611307420494,0.5590610802624937,0.0,0.1205096518515362,93868.0,0.2667844522968198,0.006814740030287734,0.0002523977788995457,0.0
398,1056,90,977,2.693143011644756,3698,2296,1.0,1.0,164.0,12730.0,4.0,4.0,0.0,0.0,0.9133119288713264,0.5670535934798716,0.0,0.05866423810636772,124079.0,0.2608051370708817,0.0041985675475426035,0.0002469745616201531,0.0
399,1026,113,1395,1.6501525084013622,4245,2766,2.0,1.0,57.0,22893.0,5.0,2.0,0.0,0.0,0.9250381346698628,0.6027456962301155,0.0,-0.057211783972248145,113578.0,0.22357812159511875,0.0010895619960775767,0.00043582479843103073,0.0
400,995,99,1649,1.3896142799460427,4305,2798,1.0,1.0,38.0,3639.0,5.0,5.0,0.0,0.0,0.9288025889967636,0.6036677454153182,0.0,0.15565906386856695,79006.0,0.21467098166127294,0.0006472491909385113,0.0002157497303128371,0.0
401,974,103,3210,1.2614982744492715,5784,4263,1.0,1.0,159.0,13395.0,2.0,2.0,0.0,0.0,0.9381995133819953,0.6914841849148419,0.0,0.166613301619248,87448.0,0.15798864557988646,0.0008110300081103001,0.00016220600162206002,0.0
402,906,94,1279,1.339945633159225,3899,2465,2.0,1.0,123.0,12347.0,2.0,3.0,0.0,0.0,0.9161184210526316,0.5791823308270677,0.0,0.02758597685046199,149895.0,0.21287593984962405,0.001174812030075188,0.00046992481203007516,0.0
405,3,2,3,0.6004970073699951,3,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0
433,320,46,763,0.8252500125049935,1192,1103,3.0,2.0,8.0,5100.0,3.0,1.0,0.0,0.0,0.8942235558889723,0.827456864216054,0.0,0.23955541705619612,48135.0,0.24006001500375093,0.0015003750937734434,0.002250562640660165,0.0
444,62,10,98,0.5249927211552858,121,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852112676056338,0.823943661971831,0.0,-0.06611039794608473,6232.0,0.43661971830985913,0.0,0.0,0.0
